Random_Number_1	Random_Number_2
0.835237	0.0374429
0.146123	0.932317
0.603984	0.522604
0.41931	0.46188
0.964134	0.746576
0.845653	0.648099
0.853181	0.832345
0.66272	0.0326175
0.242169	0.963121
0.599505	0.93623
0.325225	0.00102285
0.258523	0.598305
0.368325	0.690468
0.91037	0.994215
0.193362	0.267117
0.796366	0.236516
0.403928	0.180979
0.0757493	0.80447
0.858711	0.803221
0.0239617	0.926924
0.394665	0.6246
0.284818	0.130462
0.503907	0.942121
0.0923019	0.0345309
0.358379	0.945653
0.199379	0.215224
0.589363	0.715657
0.644021	0.7583
0.548523	0.291016
0.326486	0.349575
0.581719	0.647569
0.870265	0.0471109
0.342344	0.982357
0.88629	0.83661
0.0987078	0.155597
0.372109	0.05412
0.914003	0.291302
0.297728	0.514451
0.802566	0.65921
0.176378	0.630305
0.760869	0.909701
0.201588	0.292417
0.670731	0.343661
0.14495	0.152945
0.115593	0.305362
0.257664	0.0387756
0.979242	0.886246
0.655384	0.451687
0.2082	0.565999
0.378867	0.5575
0.874086	0.482433
0.609935	0.730429
0.16218	0.367861
0.139615	0.340987
0.649967	0.029411
0.296492	0.536627
0.781802	0.0990862
0.361487	0.576879
0.415301	0.11177
0.0305419	0.810777
0.551604	0.656505
0.0384346	0.619368
0.440408	0.886444
0.591455	0.658754
0.405733	0.637642
0.848756	0.513662
0.0676413	0.41763
0.879711	0.599964
0.244463	0.984329
0.695708	0.891743
0.288186	0.419148
0.639355	0.978673
0.166546	0.760988
0.849161	0.0991495
0.263953	0.931335
0.674188	0.762699
0.2103	0.232111
0.211426	0.0456372
0.460474	0.791882
0.883184	0.811238
0.752008	0.0740777
0.141987	0.830997
0.589005	0.980612
0.253554	0.117929
0.233604	0.856905
0.798775	0.771667
0.824096	0.364294
0.65791	0.335127
0.769658	0.379631
0.942303	0.261124
0.636299	0.692305
0.968118	0.696977
0.237395	0.915115
0.158013	0.618815
0.861743	0.729025
0.10621	0.822032
0.300917	0.612134
0.315829	0.652778
0.641197	0.0371603
0.215677	0.0501404
0.0170146	0.825103
0.945598	0.261036
0.522559	0.80777
0.239179	0.413564
0.572857	0.53362
0.726464	0.0571817
0.895067	0.383029
0.264733	0.447503
0.509531	0.543688
0.930034	0.803184
0.689667	0.113473
0.839965	0.315118
0.654431	0.153915
0.17648	0.00216438
0.299506	0.77841
0.649871	0.342716
0.900174	0.433689
0.407846	0.113404
0.768438	0.15283
0.467955	0.0189053
0.693699	0.788858
0.328897	0.599675
0.983188	0.603071
0.554222	0.287859
0.531201	0.682769
0.463183	0.690475
0.0713034	0.459307
0.702688	0.361392
0.343418	0.961452
0.566182	0.131009
0.648186	0.836835
0.17043	0.320188
0.124922	0.517145
0.850574	0.939815
0.686606	0.0649135
0.518423	0.851605
0.870083	0.184825
0.0912271	0.820636
0.408964	0.423261
0.130242	0.508517
0.0698598	0.208553
0.729739	0.114582
0.957872	0.128899
0.419177	0.767648
0.566423	0.839509
0.885143	0.61381
0.930235	0.312519
0.110498	0.681698
0.380886	0.606847
0.401449	0.223712
0.803788	0.841049
0.801214	0.562221
0.397698	0.210366
0.850296	0.520149
0.612656	0.33578
0.735669	0.788199
0.596838	0.203161
0.249419	0.875556
0.88636	0.0964331
0.735074	0.187869
0.475848	0.851713
0.446433	0.629827
0.0606058	0.811811
0.906757	0.293047
0.625469	0.828412
0.567357	0.65792
0.773337	0.270597
0.175653	0.50354
0.179453	0.21275
0.453023	0.0186138
0.975334	0.600301
0.950328	0.908471
0.133425	0.95955
0.4312	0.753215
0.669359	0.817038
0.447746	0.704874
0.800328	0.659681
0.0750563	0.73062
0.741279	0.279502
0.331735	0.521109
0.0289906	0.977364
0.812232	0.799812
0.293075	0.451992
0.441	0.636727
0.360416	0.182893
0.619049	0.933125
0.565038	0.571503
0.303598	0.0471627
0.774919	0.691075
0.793699	0.695106
0.76945	0.750961
0.938641	0.644224
0.0405478	0.429492
0.990712	0.573541
0.155208	0.665279
0.494084	0.828902
0.804482	0.10719
0.795247	0.964402
0.0595547	0.606211
0.900393	0.921104
0.288358	0.577236
0.872791	0.391004
0.678351	0.882724
0.803372	0.659827
0.264027	0.0732722
0.793867	0.945708
0.696194	0.0976041
0.205734	0.944403
0.265978	0.488487
0.0290097	0.280134
0.613863	0.253191
0.384982	0.939841
0.70016	0.281033
0.0675627	0.0536806
0.297641	0.113731
0.966916	0.862591
0.188315	0.0410156
0.142851	0.597716
0.789834	0.261316
0.98046	0.796731
0.579312	0.969437
0.185417	0.805449
0.0557906	0.57701
0.843192	0.632851
0.507095	0.408438
0.37527	0.945187
0.361579	0.321322
0.468262	0.44978
0.438274	0.168466
0.343264	0.239198
0.661595	0.325208
0.124433	0.0923561
0.3625	0.255121
0.758647	0.514605
0.965963	0.387599
0.379428	0.840501
0.586879	0.0700022
0.800183	0.53239
0.538379	0.364116
0.904301	0.583009
0.506297	0.629032
0.15045	0.978671
0.394929	0.797992
0.374543	0.464889
0.736487	0.239889
0.277059	0.138199
0.754217	0.62539
0.689098	0.068558
0.0794437	0.0339144
0.0676112	0.377964
0.493843	0.890754
0.659976	0.438807
0.200553	0.202727
0.0267551	0.589087
0.390895	0.466779
0.342597	0.0713507
0.594138	0.465362
0.988699	0.38388
0.641951	0.950638
0.922141	0.842743
0.847074	0.161805
0.672891	0.280765
0.190574	0.754952
0.106011	0.0474801
0.33631	0.626488
0.493204	0.0417021
0.662147	0.643454
0.740161	0.019619
0.643722	0.459377
0.029621	0.241091
0.104226	0.355198
0.0989321	0.761329
0.413696	0.615641
0.777322	0.325187
0.76629	0.806171
0.863541	0.702625
0.439862	0.487005
0.42812	0.421334
0.0346256	0.942566
0.626699	0.691529
0.843087	0.385048
0.268872	0.676563
0.525467	0.258485
0.316436	0.685256
0.390495	0.959167
0.384548	0.498603
0.203052	0.103276
0.0951377	0.458048
0.687587	0.158159
0.453203	0.112368
0.155319	0.431189
0.28371	0.0101033
0.233534	0.216603
0.722827	0.0772436
0.567279	0.977763
0.551944	0.122003
0.718003	0.433708
0.139774	0.531267
0.52107	0.928478
0.0116787	0.534538
0.714125	0.512784
0.224406	0.728873
0.896556	0.746989
0.13071	0.0242947
0.900597	0.856867
0.793444	0.778075
0.565701	0.360198
0.0552117	0.192537
0.432172	0.486681
0.492235	0.634469
0.127154	0.455689
0.834386	0.918083
0.81699	0.0548102
0.319407	0.222877
0.431457	0.655809
0.208948	0.149033
0.572731	0.563559
0.359051	0.0628311
0.90458	0.016448
0.182538	0.943094
0.354348	0.297044
0.942065	0.564577
0.980317	0.722499
0.60829	0.0406726
0.44129	0.77808
0.381476	0.573144
0.0133602	0.407265
0.818853	0.0564416
0.627267	0.0646362
0.450502	0.426609
0.0384976	0.426267
0.836289	0.358059
0.599504	0.13395
0.639185	0.921936
0.688931	0.655526
0.399581	0.586505
0.0409165	0.759501
0.749089	0.653209
0.156902	0.147375
0.00428666	0.579798
0.0498383	0.394311
0.474911	0.226781
0.020885	0.446248
0.0714107	0.881355
0.73731	0.648268
0.964797	0.896933
0.983682	0.596218
0.342878	0.4217
0.416953	0.920228
0.898989	0.26622
0.63	0.747028
0.0360944	0.670304
0.571084	0.655893
0.489391	0.264598
0.140969	0.383483
0.828157	0.00182421
0.654334	0.865083
0.238078	0.410998
0.939383	0.784884
0.166661	0.963104
0.92281	0.465227
0.265239	0.297961
0.140202	0.514675
0.86451	0.624033
0.376929	0.673085
0.117691	0.649621
0.191348	0.697887
0.354186	0.748604
0.18949	0.0653511
0.087016	0.363186
0.452672	0.816607
0.698012	0.298103
0.319672	0.732944
0.0707015	0.646003
0.972705	0.0138634
0.649169	0.67492
0.836589	0.421658
0.324708	0.834976
0.392492	0.958343
0.0112126	0.922916
0.849425	0.371332
0.741811	0.549752
0.42797	0.386311
0.742466	0.0953341
0.371724	0.0520432
0.52242	0.367325
0.328446	0.237657
0.443368	0.415152
0.285402	0.21156
0.74064	0.83115
0.234895	0.966273
0.899464	0.880726
0.595679	0.0976779
0.415553	0.280382
0.713469	0.386966
0.683598	0.578104
0.941388	0.478093
0.624755	0.81657
0.55317	0.918179
0.914688	0.0760607
0.336032	0.297238
0.0158584	0.763254
0.837504	0.0284854
0.98084	0.0250168
0.626693	0.16389
0.540704	0.798498
0.442664	0.79554
0.500886	0.00655179
0.841594	0.776787
0.00898999	0.0253828
0.970507	0.151155
0.496128	0.824062
0.869358	0.486061
0.166594	0.119019
0.660271	0.624426
0.38266	0.138614
0.786813	0.638346
0.953035	0.936657
0.970415	0.849011
0.226418	0.18722
0.831936	0.790809
0.0359638	0.0725182
0.0160124	0.13415
0.079621	0.704711
0.0416888	0.487997
0.726842	0.0576399
0.0562172	0.463833
0.806299	0.590149
0.9336	0.66705
0.618734	0.0807597
0.275987	0.771653
0.251451	0.554495
0.280604	0.623316
0.949209	0.747379
0.833546	0.181808
0.953033	0.342787
0.308762	0.131979
0.0180625	0.34088
0.34525	0.360703
0.447145	0.981075
0.15629	0.873959
0.828334	0.433056
0.9834	0.178512
0.827939	0.823259
0.0433715	0.181295
0.0466017	0.418885
0.40001	0.605064
0.407503	0.92227
0.397141	0.125161
0.735964	0.624773
0.0353727	0.617312
0.91431	0.805127
0.358036	0.400321
0.722538	0.329234
0.0774345	0.945712
0.221273	0.0322986
0.769405	0.229589
0.863753	0.129301
0.651655	0.44446
0.816553	0.140642
0.942601	0.03031
0.756114	0.672054
0.566992	0.0803251
0.938306	0.0381673
0.926296	0.226751
0.739972	0.931743
0.140771	0.0205674
0.923756	0.112878
0.266689	0.501131
0.642759	0.846649
0.197815	0.191295
0.336802	0.277809
0.370368	0.183191
0.331953	0.0577273
0.610328	0.199204
0.396541	0.437424
0.625732	0.195144
0.582036	0.112622
0.874136	0.423399
0.92348	0.116555
0.385129	0.260826
0.521677	0.244958
0.731324	0.442545
0.882609	0.386153
0.253886	0.127416
0.780822	0.966803
0.912133	0.878344
0.631644	0.572685
0.727276	0.141982
0.542399	0.407457
0.0697601	0.121189
0.0590289	0.0619533
0.855773	0.746378
0.566074	0.0459142
0.23847	0.911593
0.856237	0.762834
0.271978	0.813481
0.440836	0.257936
0.193041	0.313817
0.364573	0.188597
0.45357	0.295818
0.859573	0.478646
0.744124	0.15889
0.2556	0.0851244
0.480817	0.00712032
0.163818	0.199751
0.867717	0.681889
0.807365	0.591733
0.335892	0.667202
0.133906	0.0846975
0.667413	0.608768
0.575559	0.43189
0.181293	0.518931
0.489906	0.522634
0.176131	0.836851
0.991263	0.015318
0.547175	0.608469
0.42449	0.464254
0.820433	0.909825
0.815277	0.17308
0.551855	0.574478
0.379439	0.189838
0.437146	0.487231
0.648468	0.110157
0.0124503	0.141323
0.936957	0.679046
0.495704	0.533176
0.0380115	0.438594
0.142896	0.747123
0.754362	0.300325
0.16737	0.475764
0.349858	0.677155
0.650553	0.580879
0.0452355	0.417587
0.0862905	0.135703
0.550708	0.9958
0.621797	0.0636129
0.762435	0.22559
0.602947	0.490769
0.343075	0.0044851
0.0291347	0.14832
0.701279	0.819767
0.363951	0.764829
0.611856	0.0187849
0.844408	0.0391103
0.393007	0.123897
0.979663	0.732798
0.859968	0.896013
0.269859	0.924711
0.679304	0.0939357
0.103318	0.452707
0.998173	0.673611
0.53302	0.10724
0.598523	0.912933
0.0768519	0.197541
0.580325	0.181411
0.330372	0.311125
0.615498	0.44008
0.818191	0.965837
0.362798	0.962735
0.983584	0.870377
0.52089	0.818883
0.759294	0.925923
0.765145	0.115808
0.999537	0.305535
0.730664	0.414393
0.397082	0.506281
0.738776	0.293088
0.220044	0.645861
0.327106	0.134897
0.898751	0.66524
0.932593	0.564493
0.319147	0.718562
0.962862	0.894385
0.26181	0.499103
0.13316	0.335623
0.304388	0.23725
0.891382	0.384958
0.104912	0.669447
0.087533	0.199252
0.0770879	0.209278
0.453875	0.862593
0.57444	0.74015
0.971667	0.782134
0.877769	0.0417065
0.491449	0.00990227
0.868198	0.482207
0.163935	0.53658
0.325613	0.335116
0.735234	0.671544
0.530583	0.52107
0.0201888	0.105425
0.642077	0.744109
0.94766	0.383426
0.0955241	0.428166
0.858984	0.820814
0.41528	0.987409
0.592123	0.588824
0.222901	0.187816
0.759795	0.696824
0.67393	0.721011
0.897459	0.812328
0.597668	0.271579
0.704888	0.90015
0.500879	0.499658
0.524794	0.88951
0.309864	0.574392
0.978195	0.830012
0.519621	0.549874
0.126677	0.0528159
0.322652	0.426207
0.67709	0.162454
0.818607	0.549688
0.733389	0.532066
0.724729	0.856347
0.355903	0.673443
0.15864	0.955467
0.820912	0.82337
0.224141	0.460685
0.821221	0.161238
0.377829	0.0759012
0.73373	0.379446
0.252119	0.0517982
0.0655008	0.609546
0.736898	0.726415
0.920948	0.724154
0.0367623	0.367117
0.0646622	0.0499676
0.125931	0.530166
0.43762	0.449379
0.94948	0.263584
0.629923	0.168746
0.094699	0.949485
0.124952	0.127654
0.620211	0.349772
0.587353	0.554561
0.757104	0.164502
0.114734	0.990164
0.889081	0.599769
0.490872	0.827498
0.533547	0.766761
0.538949	0.332389
0.670511	0.998455
0.55615	0.211513
0.593054	0.88794
0.973646	0.800531
0.139371	0.194599
0.645363	0.642733
0.33129	0.773675
0.509809	0.914922
0.276125	0.310256
0.115044	0.831379
0.196721	0.419224
0.868345	0.727706
0.950589	0.938667
0.136277	0.111417
0.388827	0.744488
0.861944	0.799286
0.173348	0.185807
0.349848	0.862707
0.561345	0.570411
0.505106	0.706975
0.0680527	0.51015
0.930516	0.353879
0.12607	0.00358683
0.990294	0.837594
0.382038	0.959177
0.9656	0.726528
0.704488	0.980902
0.482623	0.830211
0.698729	0.2803
0.0325716	0.819203
0.289883	0.600599
0.507249	0.139068
0.0713869	0.584292
0.448423	0.943207
0.109678	0.28734
0.74423	0.848082
0.766414	0.629288
0.190348	0.89679
0.32778	0.993307
0.919291	0.0424811
0.000707384	0.715147
0.116496	0.701452
0.939202	0.0692959
0.507361	0.186528
0.374769	0.790721
0.121347	0.910181
0.926946	0.1383
0.174646	0.429579
0.132802	0.262222
0.880776	0.516285
0.412123	0.870379
0.937539	0.703369
0.839645	0.657667
0.862861	0.837059
0.840434	0.162034
0.686233	0.353439
0.525303	0.449626
0.0221706	0.628047
0.941695	0.699294
0.474397	0.468097
0.737151	0.164454
0.372368	0.874642
0.0219212	0.715088
0.424969	0.112476
0.774424	0.717902
0.0176593	0.724591
0.888201	0.889597
0.329333	0.997494
0.576716	0.542417
0.466035	0.388584
0.562286	0.772323
0.471554	0.588046
0.751417	0.126599
0.583243	0.506851
0.894574	0.560409
0.94534	0.541865
0.170462	0.690853
0.174162	0.424631
0.332174	0.863772
0.960159	0.995344
0.834016	0.501407
0.415742	0.14208
0.187217	0.846127
0.00618038	0.679692
0.657677	0.487578
0.417354	0.99532
0.273557	0.690062
0.0710196	0.0264245
0.177218	0.459063
0.691538	0.26521
0.364797	0.872128
0.448918	0.0270163
0.943727	0.286907
0.761378	0.655414
0.482592	0.816056
0.673932	0.838974
0.698646	0.43287
0.398069	0.229951
0.766595	0.457054
0.85359	0.774311
0.256878	0.721656
0.581596	0.973849
0.0406554	0.613903
0.312738	0.903679
0.939896	0.480977
0.133761	0.669935
0.282041	0.344504
0.687361	0.567774
0.586436	0.498494
0.561027	0.449776
0.40701	0.636745
0.846609	0.172016
0.287507	0.085001
0.922639	0.148704
0.681207	0.817529
0.869696	0.749874
0.756275	0.270608
0.531052	0.226439
0.822146	0.256388
0.746385	0.708853
0.519708	0.362229
0.0225329	0.946134
0.745694	0.262621
0.678838	0.303796
0.964309	0.0177218
0.967094	0.759427
0.653902	0.777764
0.771128	0.385695
0.970886	0.753997
0.648154	0.808135
0.570375	0.757987
0.247272	0.821907
0.479096	0.78247
0.778517	0.836734
0.121334	0.191085
0.97412	0.790889
0.706836	0.991723
0.442424	0.518126
0.812576	0.368696
0.571977	0.475173
0.794318	0.241387
0.965648	0.0929345
0.307127	0.339482
0.164421	0.914896
0.644839	0.928441
0.714987	0.200825
0.587411	0.241847
0.494768	0.881576
0.291943	0.683211
0.21927	0.0765724
0.672916	0.334514
0.880717	0.0457833
0.490377	0.348665
0.684657	0.984168
0.824998	0.627214
0.901133	0.150391
0.616353	0.0746015
0.344557	0.501818
0.124312	0.874956
0.367223	0.523049
0.693782	0.474768
0.720939	0.977041
0.257458	0.887802
0.230767	0.852767
0.88603	0.306151
0.833768	0.943276
0.439835	0.596596
0.00175613	0.120148
0.920445	0.419134
0.339885	0.8911
0.981165	0.729958
0.00886686	0.523101
0.12082	0.835029
0.52379	0.589478
0.145107	0.706322
0.407947	0.0169596
0.265173	0.222407
0.948795	0.00470664
0.125875	0.776402
0.891896	0.186783
0.216839	0.483784
0.0711785	0.889808
0.69857	0.254625
0.295793	0.275808
0.314031	0.67725
0.375129	0.532321
0.282026	0.606097
0.783787	0.530877
0.451422	0.0225771
0.819914	0.531405
0.148932	0.429225
0.43533	0.724897
0.377564	0.637186
0.189132	0.565492
0.952554	0.71878
0.218701	0.934933
0.994369	0.96212
0.967148	0.984364
0.311198	0.859064
0.390967	0.0139356
0.289965	0.648449
0.361092	0.0250455
0.95411	0.473838
0.853541	0.210215
0.966875	0.732989
0.0721144	0.521573
0.969715	0.199615
0.602921	0.975796
0.905418	0.0909722
0.168544	0.673605
0.744052	0.752508
0.565111	0.0206402
0.835799	0.876218
0.143251	0.978851
0.617473	0.0272844
0.620049	0.917505
0.241243	0.188945
0.245762	0.534252
0.84283	0.69549
0.591467	0.922302
0.497193	0.819862
0.474404	0.966615
0.262422	0.218427
0.508404	0.448226
0.180748	0.263737
0.461796	0.709587
0.978566	0.313273
0.640026	0.0702325
0.599578	0.232222
0.406494	0.451495
0.940928	0.904675
0.048471	0.995291
0.24097	0.598581
0.53826	0.933155
0.522664	0.152297
0.395426	0.23663
0.74941	0.50579
0.268147	0.0714384
0.626994	0.504272
0.404175	0.956141
0.316364	0.960353
0.141784	0.624481
0.191688	0.257794
0.0328815	0.0462952
0.847867	0.83383
0.895855	0.00577503
0.50237	0.643225
0.158815	0.00625056
0.336992	0.765475
0.263649	0.973638
0.258101	0.81294
0.0721358	0.102145
0.331369	0.0605975
0.111084	0.767423
0.455416	0.711555
0.279517	0.479078
0.579508	0.786775
0.61833	0.846492
0.204453	0.0345899
0.531876	0.267726
0.686111	0.169925
0.682627	0.818741
0.770958	0.624806
0.133496	0.379598
0.812885	0.340521
0.950243	0.487006
0.312193	0.463659
0.316055	0.733893
0.0190732	0.574264
0.537657	0.0394916
0.471233	0.612212
0.939319	0.892475
0.0873595	0.962347
0.468135	0.676283
0.425372	0.791109
0.0993163	0.348932
0.301998	0.714173
0.994593	0.260544
0.685117	0.837733
0.506799	0.754762
0.600052	0.625208
0.807363	0.329001
0.875303	0.50138
0.210668	0.0223254
0.295562	0.797001
0.642529	0.272136
0.0300441	0.645976
0.960832	0.281369
0.524855	0.106008
0.922438	0.240735
0.829495	0.201586
0.192362	0.412052
0.693645	0.154599
0.530292	0.0295148
0.296108	0.889518
0.46873	0.569377
0.294722	0.729834
0.0262972	0.423942
0.907567	0.892547
0.199051	0.972062
0.105476	0.39086
0.0921498	0.517431
0.422026	0.714361
0.555816	0.256273
0.197537	0.810529
0.239733	0.633513
0.698032	0.0069724
0.833054	0.178465
0.351529	0.597883
0.838752	0.0981731
0.664352	0.235239
0.836681	0.704738
0.092461	0.197372
0.935995	0.736969
0.857556	0.419103
0.403914	0.806547
0.477489	0.178157
0.923878	0.282865
0.955863	0.962127
0.646111	0.716359
0.498571	0.350032
0.334457	0.0977246
0.811851	0.633099
0.140571	0.881516
0.12966	0.595741
0.294588	0.00199365
0.551372	0.121555
0.909413	0.632728
0.512155	0.115227
0.296049	0.438713
0.484213	0.505122
0.270335	0.575664
0.165272	0.568652
0.837452	0.382628
0.961149	0.124834
0.4982	0.951649
0.4622	0.923495
0.0510009	0.119037
0.793809	0.453937
0.264689	0.755711
0.876477	0.862669
0.779739	0.14943
0.265586	0.730418
0.924636	0.535053
0.055358	0.31247
0.599075	0.970868
0.0619864	0.628928
0.0913279	0.20101
0.276824	0.478206
0.52962	0.841756
0.469226	0.448
0.533942	0.864065
0.56053	0.756117
0.301215	0.789486
0.617503	0.817468
0.623445	0.924915
0.374344	0.994561
0.203634	0.81861
0.631836	0.449561
0.211555	0.90503
0.143281	0.466354
0.135047	0.542221
0.820906	0.908558
0.174272	0.803507
0.912007	0.327277
0.69421	0.557352
0.438995	0.724559
0.7052	0.879162
0.0846294	0.750048
0.319166	0.718652
0.278671	0.855291
0.421474	0.172389
0.367476	0.310133
0.888775	0.146992
0.801266	0.444698
0.708229	0.1163
0.519614	0.676799
0.496762	0.209222
0.840887	0.573748
0.824458	0.129446
0.620649	0.168234
0.46789	0.606923
0.401562	0.0381619
0.23237	0.306419
0.372924	0.733037
0.671778	0.447802
0.484396	0.155913
0.6052	0.231544
0.791044	0.669813
0.50077	0.348749
0.368886	0.892586
0.777538	0.268321
0.672458	0.0789536
0.800785	0.020865
0.388719	0.800939
0.682071	0.922604
0.10367	0.111172
0.647521	0.0298786
0.516421	0.72714
0.699053	0.54848
0.97995	0.581804
0.745747	0.757786
0.704189	0.786168
0.162617	0.815901
0.855725	0.989328
0.3376	0.704946
0.422059	0.131252
0.325113	0.840088
0.454057	0.634078
0.24247	0.683212
0.929592	0.220077
0.229424	0.700836
0.267184	0.0890586
0.603727	0.586401
0.802506	0.734565
0.801504	0.662361
0.522979	0.907938
0.766452	0.94529
0.474808	0.71299
0.265921	0.761006
0.817324	0.821369
0.254364	0.686518
0.635351	0.981047
0.228277	0.967857
0.0991619	0.280331
0.55922	0.762447
0.304698	0.0851585
0.506926	0.612891
0.412313	0.933654
0.590077	0.763175
0.205532	0.0861616
0.639268	0.751459
0.780926	0.274251
0.112818	0.39433
0.718947	0.576608
0.579033	0.811239
0.70151	0.87611
0.727125	0.279168
0.203128	0.213255
0.994631	0.379736
0.166276	0.6219
0.525116	0.92471
0.00903847	0.886761
0.935569	0.88067
0.0797995	0.71334
0.524735	0.557716
0.174887	0.372493
0.652797	0.499216
0.59895	0.00711583
0.0159947	0.275082
0.469479	0.67146
0.177246	0.364927
0.203819	0.57615
0.533285	0.163934
0.757606	0.992843
0.978181	0.833746
0.442045	0.977874
0.977185	0.959586
0.210771	0.330684
0.00690613	0.201867
0.240416	0.735529
0.424011	0.693935
0.125038	0.0956063
0.423589	0.582445
0.452065	0.939725
0.856235	0.715452
0.592471	0.833233
0.982047	0.777438
0.155199	0.191886
0.343402	0.274839
0.357719	0.165827
0.136875	0.733233
0.84177	0.0403284
0.311868	0.839354
0.330717	0.273105
0.976825	0.406421
0.0618634	0.833498
0.506798	0.529634
0.619201	0.887372
0.922669	0.167378
0.632703	0.412427
0.153816	0.743928
0.452712	0.404873
0.194039	0.417348
0.428011	0.0213274
0.482728	0.0118147
0.204276	0.17252
0.102953	0.230218
0.779346	0.188382
0.574184	0.665733
0.465673	0.565083
0.134226	0.811958
0.607697	0.029971
0.130639	0.695958
0.612659	0.3771
0.542544	0.542984
0.860274	0.968064
0.0710933	0.23032
0.178259	0.0340228
0.782669	0.609736
0.783036	0.809412
0.546173	0.40257
0.183475	0.373668
0.433187	0.409363
0.767178	0.464626
0.614473	0.232195
0.955546	0.365307
0.612165	0.843773
0.0931641	0.312865
0.593593	0.201793
0.169059	0.73753
0.881295	0.549654
0.73742	0.125164
0.959797	0.108482
0.116356	0.430132
0.0894941	0.402632
0.0674009	0.750343
0.538533	0.515667
0.962813	0.0409972
0.101795	0.834918
0.55129	0.796783
0.37961	0.937201
0.121035	0.691742
0.235877	0.444239
0.12514	0.251344
0.208178	0.729635
0.313319	0.354213
0.545898	0.113869
0.540039	0.314058
0.7494	0.505359
0.623759	0.823012
0.485873	0.640661
0.684131	0.967998
0.322436	0.388664
0.771795	0.40632
0.922351	0.107791
0.905309	0.845267
0.0270258	0.425356
0.691425	0.795811
0.277263	0.895829
0.971475	0.300668
0.394813	0.829657
0.14866	0.375817
0.958995	0.723359
0.560005	0.00152197
0.299792	0.412838
0.727534	0.554863
0.992635	0.767208
0.762922	0.147309
0.0124548	0.67709
0.582079	0.683859
0.711718	0.17017
0.129628	0.839059
0.457311	0.327798
0.670634	0.825566
0.28548	0.438344
0.481872	0.0694612
0.830117	0.807481
0.724426	0.24731
0.696906	0.477448
0.554354	0.418221
0.928433	0.00343278
0.813371	0.955704
0.00909944	0.501122
0.00605743	0.0587843
0.944933	0.0770706
0.307315	0.46433
0.711838	0.598679
0.0546736	0.308999
0.812439	0.152855
0.117919	0.916195
0.600228	0.352041
0.327863	0.958453
0.906191	0.837236
0.151112	0.695628
0.0654131	0.999153
0.00631434	0.201715
0.1025	0.741616
0.198018	0.131577
0.768587	0.632219
0.0134725	0.760104
0.513438	0.131157
0.161462	0.534954
0.0128166	0.953579
0.503817	0.786536
0.876715	0.429901
0.862237	0.583711
0.556886	0.0510975
0.43247	0.582625
0.424108	0.364789
0.448956	0.420817
0.181948	0.272784
0.920354	0.197488
0.929316	0.799748
0.0936051	0.497863
0.147132	0.687618
0.554721	0.849997
0.0557111	0.448771
0.0413034	0.26349
0.25979	0.771639
0.131269	0.714197
0.924703	0.26335
0.897915	0.787634
0.660986	0.928122
0.634548	0.576753
0.258873	0.202694
0.0302608	0.658009
0.505056	0.769619
0.170548	0.388716
0.147178	0.609166
0.00642164	0.48453
0.826176	0.587771
0.942619	0.746151
0.652787	0.231919
0.553757	0.20727
0.56273	0.268346
0.675848	0.108822
0.0296887	0.241406
0.70956	0.718367
0.157755	0.117831
0.733802	0.526427
0.822674	0.509286
0.450884	0.0152613
0.975152	0.766612
0.952147	0.158419
0.396978	0.921139
0.889165	0.431605
0.501765	0.054063
0.614522	0.736399
0.834296	0.154823
0.710862	0.857394
0.591041	0.0699982
0.121959	0.146765
0.596126	0.393003
0.325119	0.798566
0.856296	0.944706
0.385581	0.133517
0.958628	0.228607
0.12961	0.213248
0.170759	0.450646
0.080691	0.62009
0.0720942	0.19434
0.855365	0.720165
0.15904	0.193761
0.921565	0.883925
0.547342	0.112302
0.68744	0.130323
0.366528	0.503693
0.176841	0.398575
0.581442	0.632321
0.0244407	0.885292
0.115348	0.869574
0.47195	0.914472
0.156372	0.320828
0.0995408	0.134724
0.563827	0.64112
0.651555	0.137366
0.975755	0.101802
0.813863	0.863726
0.100817	0.873794
0.00647237	0.509464
0.87721	0.431145
0.367036	0.844989
0.229719	0.354898
0.0288857	0.177011
0.719232	0.10569
0.498351	0.683852
0.730845	0.925319
0.985728	0.538427
0.753196	0.424938
0.480728	0.121625
0.778593	0.64326
0.56204	0.0843531
0.397986	0.38613
0.548133	0.132494
0.769914	0.779016
0.865633	0.741814
0.684326	0.274524
0.320527	0.281045
0.402987	0.763963
0.777009	0.152866
0.884182	0.726334
0.803675	0.708079
0.814411	0.82665
0.278147	0.929643
0.426613	0.446632
0.98153	0.730403
0.138708	0.41428
0.685279	0.330662
0.237128	0.855476
0.644758	0.748052
0.858103	0.282604
0.757838	0.395394
0.641854	0.141076
0.811454	0.197717
0.161232	0.0830612
0.110625	0.535307
0.266448	0.761721
0.233969	0.0501655
0.329394	0.662214
0.30748	0.782459
0.494994	0.732658
0.775787	0.560934
0.145072	0.769611
0.977024	0.268165
0.193517	0.773111
0.409212	0.967865
0.952648	0.884113
0.00746097	0.800999
0.308031	0.21418
0.611806	0.417718
0.50994	0.805471
0.579556	0.419276
0.648808	0.220547
0.0758148	0.208462
0.345801	0.488587
0.118687	0.869742
0.27433	0.723027
0.929316	0.410261
0.42722	0.819395
0.696388	0.572869
0.278366	0.578055
0.0254097	0.00144377
0.385607	0.894889
0.886893	0.700134
0.951271	0.21212
0.842178	0.915463
0.738078	0.505724
0.156147	0.359742
0.99296	0.410962
0.236701	0.650517
